1462487242419,0.08379706,3.554791,8.282741
1462487242419,0.08379706,3.554791,8.282741
1462487242419,0.08379706,3.554791,8.282741
1462487242419,0.08379706,3.554791,8.282741
1462487242419,0.08379706,3.554791,8.282741
1462487242419,0.08379706,3.554791,8.282741
1462487242419,0.08379706,3.554791,8.282741
1462487242437,0.6063316,3.809175,9.773131
1462487242460,-0.006584055,3.5033157,10.236409
1462487242477,-0.031124622,4.0384197,9.274539
1462487242497,-1.525705,2.4516625,6.0806737
1462487242518,-0.1376666,4.8177323,5.6940103
1462487242537,-0.2124854,2.6647465,8.209119
1462487242557,-1.3120226,-1.9680338,9.339182
1462487242578,3.1441853,5.068525,7.8086886
1462487242597,4.96318,7.439383,7.2550297
1462487242617,4.844667,4.807557,5.7143607
1462487242641,3.8654387,4.009091,5.6766524
1462487242658,3.0986955,4.2730513,8.756793
1462487242679,4.3358994,5.3863554,9.287108
1462487242698,6.523601,5.617396,6.55293
1462487242717,6.70975,4.4238863,5.5509567
1462487242737,5.3965306,6.0238113,6.143522
1462487242758,3.0532057,4.5938745,6.688801
1462487242778,3.5350387,3.252523,6.1584854
1462487242797,4.433463,2.954445,4.56694
1462487242821,5.795764,3.3369186,2.758719
1462487242837,7.374141,2.9586349,3.0490158
1462487242857,8.263587,2.6408045,3.8085763
1462487242878,8.196549,2.6689363,4.253299
1462487242897,7.2993226,1.6484078,4.5034933
1462487242917,5.2241483,-0.0664391,3.702633
1462487242938,5.893926,-0.5518635,3.54282
1462487242957,7.167641,-1.5855601,2.8287494
1462487242978,7.9972324,-2.3582888,3.3734303
1462487243001,8.69993,-2.7275944,4.5896845
1462487243018,7.8948803,-3.4051533,6.1195793
1462487243038,7.992444,-3.2387564,5.969343
1462487243058,7.719505,-3.1310172,3.8127663
1462487243078,7.951742,-3.5523968,2.9053638
1462487243099,8.5538845,-4.490924,3.9665937
1462487243118,8.744822,-5.108628,5.613206
1462487243138,8.789114,-5.7999535,6.519411
1462487243158,8.421604,-6.6145806,5.499481
1462487243181,8.085817,-7.033566,3.6152446
1462487243198,9.153631,-7.6291237,3.052607
1462487243218,11.300632,-7.8649526,4.1186256
1462487243238,13.375208,-6.977302,5.1182046
1462487243258,14.196419,-6.0621185,5.221754
1462487243278,13.997102,-4.972757,4.6040497
